Local time,Open,High,Low,Close,Volume
02.01.2018 01:00:00.000 GMT+0100,86.048,86.258,85.497,85.918,73249679.5654
03.01.2018 01:00:00.000 GMT+0100,86.087,86.498,85.847,86.308,76368392.9443
04.01.2018 01:00:00.000 GMT+0100,86.587,87.648,86.567,87.098,75726051.3306
05.01.2018 01:00:00.000 GMT+0100,87.398,88.378,87.398,88.177,75569450.3784
08.01.2018 01:00:00.000 GMT+0100,87.997,88.568,87.597,88.228,70707443.2373
09.01.2018 01:00:00.000 GMT+0100,88.418,88.718,87.857,88.167,85425834.6558
10.01.2018 01:00:00.000 GMT+0100,87.708,88.177,87.407,87.807,82342323.3032
11.01.2018 01:00:00.000 GMT+0100,87.768,88.078,87.238,88.027,71646461.4868
12.01.2018 01:00:00.000 GMT+0100,88.487,89.727,88.438,89.577,80484451.2939
16.01.2018 01:00:00.000 GMT+0100,90.097,90.778,88.057,88.358,115894920.3491
17.01.2018 01:00:00.000 GMT+0100,89.127,90.268,88.777,90.127,100759918.2129
18.01.2018 01:00:00.000 GMT+0100,89.757,90.658,89.747,90.107,101667335.5103
19.01.2018 01:00:00.000 GMT+0100,89.998,90.598,89.657,89.988,108245346.0693
22.01.2018 01:00:00.000 GMT+0100,89.847,91.598,89.717,91.598,95634864.8071
23.01.2018 01:00:00.000 GMT+0100,91.658,92.288,91.527,91.917,108400497.4365
24.01.2018 01:00:00.000 GMT+0100,92.408,93.418,91.577,91.838,87508590.6982
25.01.2018 01:00:00.000 GMT+0100,92.408,93.228,91.918,92.327,74340133.667
26.01.2018 01:00:00.000 GMT+0100,93.008,94.048,92.577,94.018,59826335.907
29.01.2018 01:00:00.000 GMT+0100,95.057,95.238,93.747,93.857,75063987.7319
30.01.2018 01:00:00.000 GMT+0100,93.637,93.637,92.097,92.747,86345588.6841
31.01.2018 01:00:00.000 GMT+0100,93.788,95.337,93.498,95.198,81653167.7246
01.02.2018 01:00:00.000 GMT+0100,94.698,96.048,93.597,94.237,84617057.8003
02.02.2018 01:00:00.000 GMT+0100,93.628,93.847,91.648,91.987,90894950.8667
05.02.2018 01:00:00.000 GMT+0100,90.597,93.217,88.068,88.108,193080352.7832
06.02.2018 01:00:00.000 GMT+0100,86.758,91.458,85.247,91.348,500108581.543
07.02.2018 01:00:00.000 GMT+0100,90.427,91.758,89.207,89.577,164096237.1826
08.02.2018 01:00:00.000 GMT+0100,89.747,89.858,84.858,84.858,340037567.1387
09.02.2018 01:00:00.000 GMT+0100,86.238,88.888,83.838,87.977,394835266.1133
12.02.2018 01:00:00.000 GMT+0100,88.628,89.778,87.917,89.178,345131896.9727
