Local time,Open,High,Low,Close,Volume
26.01.2017 01:00:00.000 GMT+0100,64.130,64.540,63.560,64.320,23.7508
27.01.2017 01:00:00.000 GMT+0100,65.600,65.910,64.910,65.810,24.2889
30.01.2017 01:00:00.000 GMT+0100,65.700,65.790,64.810,65.130,44.6692
31.01.2017 01:00:00.000 GMT+0100,64.910,65.150,64.270,64.650,39.7362
01.02.2017 01:00:00.000 GMT+0100,64.360,64.640,63.480,63.590,26.41
02.02.2017 01:00:00.000 GMT+0100,63.350,63.420,62.760,63.172,30.979
03.02.2017 01:00:00.000 GMT+0100,63.510,63.700,63.080,63.684,33.464
06.02.2017 01:00:00.000 GMT+0100,63.504,63.654,63.140,63.654,25.8394
07.02.2017 01:00:00.000 GMT+0100,63.754,63.780,63.240,63.432,29.1035
08.02.2017 01:00:00.000 GMT+0100,63.575,63.763,63.230,63.344,23.0807
09.02.2017 01:00:00.000 GMT+0100,63.525,64.440,63.320,64.072,23.0502
10.02.2017 01:00:00.000 GMT+0100,64.290,64.302,63.990,64.004,19.7431
13.02.2017 01:00:00.000 GMT+0100,64.404,64.860,64.140,64.721,19.3636
14.02.2017 01:00:00.000 GMT+0100,64.505,64.710,64.030,64.595,26.1228
15.02.2017 01:00:00.000 GMT+0100,64.500,64.570,64.162,64.534,20.7532
16.02.2017 01:00:00.000 GMT+0100,64.744,65.240,64.450,64.532,25.009
17.02.2017 01:00:00.000 GMT+0100,64.475,64.690,64.310,64.621,16.9191
21.02.2017 01:00:00.000 GMT+0100,64.611,64.950,64.460,64.461,20.6386
22.02.2017 01:00:00.000 GMT+0100,64.352,64.403,64.064,64.374,15.2831
23.02.2017 01:00:00.000 GMT+0100,64.452,64.730,64.200,64.625,21.7526
24.02.2017 01:00:00.000 GMT+0100,64.504,64.800,64.150,64.621,27.129
27.02.2017 01:00:00.000 GMT+0100,64.545,64.545,64.050,64.232,20.7182
28.02.2017 01:00:00.000 GMT+0100,64.142,64.180,63.770,63.991,17.6361
01.03.2017 01:00:00.000 GMT+0100,64.152,65.000,64.030,64.944,26.6089
02.03.2017 01:00:00.000 GMT+0100,64.692,64.752,63.890,64.024,16.0088
03.03.2017 01:00:00.000 GMT+0100,63.992,64.280,63.630,64.242,20.3362
06.03.2017 01:00:00.000 GMT+0100,64.002,64.560,63.820,64.285,16.2721
07.03.2017 01:00:00.000 GMT+0100,64.243,64.780,64.200,64.403,19.9179
08.03.2017 01:00:00.000 GMT+0100,64.275,65.090,64.275,64.991,18.1637
09.03.2017 01:00:00.000 GMT+0100,65.191,65.205,64.490,64.754,23.8711
10.03.2017 01:00:00.000 GMT+0100,65.122,65.260,64.750,64.952,23.4441
13.03.2017 01:00:00.000 GMT+0100,65.061,65.205,64.708,64.791,147.1328
14.03.2017 01:00:00.000 GMT+0100,64.538,64.751,64.228,64.241,166.0914
15.03.2017 01:00:00.000 GMT+0100,64.582,64.930,64.260,64.731,26.4344
16.03.2017 01:00:00.000 GMT+0100,64.772,64.773,64.310,64.653,22.1901
17.03.2017 01:00:00.000 GMT+0100,64.880,65.240,64.680,64.870,13.5
20.03.2017 01:00:00.000 GMT+0100,64.880,65.180,64.730,64.930,10.36
21.03.2017 01:00:00.000 GMT+0100,65.180,65.500,64.140,64.220,31.85
22.03.2017 01:00:00.000 GMT+0100,64.221,65.150,64.200,65.050,28.99
23.03.2017 01:00:00.000 GMT+0100,64.880,65.230,64.770,64.870,30.21
24.03.2017 01:00:00.000 GMT+0100,65.070,65.450,64.770,65.023,39.5994
27.03.2017 02:00:00.000 GMT+0200,64.630,65.224,64.360,65.104,36.34
28.03.2017 02:00:00.000 GMT+0200,64.902,65.474,64.663,65.304,47.8
