Local time,Open,High,Low,Close,Volume
31.12.2019 01:00:00.000 GMT+0100,156.738,157.738,156.437,157.647,51338516.2354
02.01.2020 01:00:00.000 GMT+0100,158.398,160.648,158.397,160.648,41035423.2788
03.01.2020 01:00:00.000 GMT+0100,158.098,159.938,158.098,158.737,67825508.1177
06.01.2020 01:00:00.000 GMT+0100,156.498,159.088,156.497,158.978,64007110.5957
07.01.2020 01:00:00.000 GMT+0100,158.937,159.658,157.317,157.578,62739459.9915
08.01.2020 01:00:00.000 GMT+0100,158.468,160.768,157.937,160.078,67765739.4409
09.01.2020 01:00:00.000 GMT+0100,161.738,162.208,161.017,162.027,66110725.4028
10.01.2020 01:00:00.000 GMT+0100,162.668,163.208,161.177,161.277,68541015.625
13.01.2020 01:00:00.000 GMT+0100,161.718,163.298,161.257,163.248,51785747.5281
14.01.2020 01:00:00.000 GMT+0100,162.998,163.588,161.708,162.148,65683006.2866
15.01.2020 01:00:00.000 GMT+0100,162.297,163.927,162.297,163.208,61491828.9185
16.01.2020 01:00:00.000 GMT+0100,164.087,166.208,164.018,166.197,47880668.6401
17.01.2020 01:00:00.000 GMT+0100,167.347,167.408,165.418,167.038,39358177.1851
21.01.2020 01:00:00.000 GMT+0100,166.497,168.178,166.427,166.508,49203697.2046
22.01.2020 01:00:00.000 GMT+0100,166.998,167.478,165.667,165.667,47795032.5012
23.01.2020 01:00:00.000 GMT+0100,165.608,166.768,165.257,166.667,49059707.6416
24.01.2020 01:00:00.000 GMT+0100,167.438,167.508,164.447,164.988,76879043.5791
27.01.2020 01:00:00.000 GMT+0100,161.147,163.368,160.047,162.207,76967361.4502
28.01.2020 01:00:00.000 GMT+0100,163.768,165.748,163.067,165.468,49347095.4895
29.01.2020 01:00:00.000 GMT+0100,167.588,168.728,165.677,168.118,53596469.8792
30.01.2020 01:00:00.000 GMT+0100,174.008,174.008,170.788,172.718,79417655.9448
31.01.2020 01:00:00.000 GMT+0100,171.918,172.378,169.577,170.247,96781173.7061
03.02.2020 01:00:00.000 GMT+0100,169.897,174.488,169.897,174.367,72002922.0581
04.02.2020 01:00:00.000 GMT+0100,176.985,180.628,176.267,180.118,53657821.6553
05.02.2020 01:00:00.000 GMT+0100,184.005,184.188,178.407,179.888,64634971.6187
06.02.2020 01:00:00.000 GMT+0100,180.928,183.807,180.037,183.618,103134925.8423
07.02.2020 01:00:00.000 GMT+0100,182.817,185.618,182.477,183.878,106765502.9297
10.02.2020 01:00:00.000 GMT+0100,183.498,188.827,183.228,188.687,73649101.2573
11.02.2020 01:00:00.000 GMT+0100,190.567,190.658,183.488,184.398,73274795.5322
12.02.2020 01:00:00.000 GMT+0100,185.298,185.708,181.847,184.648,56763885.498
13.02.2020 01:00:00.000 GMT+0100,183.008,186.207,182.858,183.757,63591346.7407
14.02.2020 01:00:00.000 GMT+0100,183.197,185.398,182.618,185.288,47668296.814
18.02.2020 01:00:00.000 GMT+0100,185.698,187.688,185.197,187.227,49835090.6372
19.02.2020 01:00:00.000 GMT+0100,188.037,188.058,186.457,187.258,61931999.2065
20.02.2020 01:00:00.000 GMT+0100,186.777,187.227,181.098,184.327,137641494.751
21.02.2020 01:00:00.000 GMT+0100,182.998,183.468,177.247,178.448,106859123.23
24.02.2020 01:00:00.000 GMT+0100,167.768,174.528,163.807,170.848,154246475.2197
25.02.2020 01:00:00.000 GMT+0100,174.058,174.827,167.618,168.187,190330505.3711
26.02.2020 01:00:00.000 GMT+0100,169.057,173.248,168.187,170.057,247773498.5352
27.02.2020 01:00:00.000 GMT+0100,163.147,166.997,157.957,157.957,283840759.2773
28.02.2020 01:00:00.000 GMT+0100,152.668,163.678,151.987,161.777,186180252.0752
02.03.2020 01:00:00.000 GMT+0100,164.047,172.798,162.297,172.767,208586746.2158
03.03.2020 01:00:00.000 GMT+0100,173.748,174.858,162.198,164.137,153384002.6855
04.03.2020 01:00:00.000 GMT+0100,168.428,170.687,165.597,170.427,219079742.4316
05.03.2020 01:00:00.000 GMT+0100,165.937,170.857,165.677,166.307,256736236.5723
06.03.2020 01:00:00.000 GMT+0100,162.477,163.087,155.997,161.407,254034255.9814
09.03.2020 01:00:00.000 GMT+0100,150.097,157.717,149.987,150.687,237524505.6152
10.03.2020 01:00:00.000 GMT+0100,157.997,160.978,152.557,160.828,286899505.6152
11.03.2020 01:00:00.000 GMT+0100,156.368,157.648,151.128,153.518,252642501.8311
12.03.2020 01:00:00.000 GMT+0100,145.258,153.358,138.497,138.738,212590499.8779
13.03.2020 01:00:00.000 GMT+0100,146.998,158.918,140.658,158.857,227080001.8311
16.03.2020 01:00:00.000 GMT+0100,139.797,149.308,134.997,135.407,166868392.9443
17.03.2020 01:00:00.000 GMT+0100,140.188,147.477,134.998,146.458,96851341.2476
18.03.2020 01:00:00.000 GMT+0100,137.207,145.938,135.017,142.868,101394233.7036
19.03.2020 01:00:00.000 GMT+0100,142.407,150.108,138.988,142.548,134190551.7578
20.03.2020 01:00:00.000 GMT+0100,145.117,147.048,135.898,137.068,163105026.2451
23.03.2020 01:00:00.000 GMT+0100,137.028,140.538,132.498,135.977,147518051.1475
24.03.2020 01:00:00.000 GMT+0100,143.778,149.588,141.247,147.977,145660720.8252
25.03.2020 01:00:00.000 GMT+0100,148.298,154.317,144.428,146.628,149988647.4609
26.03.2020 01:00:00.000 GMT+0100,148.368,156.618,148.368,155.608,101521972.6563
27.03.2020 01:00:00.000 GMT+0100,151.108,154.877,149.138,149.608,100144073.4863
