Local time,Open,High,Low,Close,Volume
26.01.2017 01:00:00.000 GMT+0100,64.110,64.530,63.550,64.230,23.7664
27.01.2017 01:00:00.000 GMT+0100,65.360,65.900,64.880,65.750,24.4703
30.01.2017 01:00:00.000 GMT+0100,65.610,65.770,64.800,65.110,43.5519
31.01.2017 01:00:00.000 GMT+0100,64.830,65.140,64.260,64.640,39.9483
01.02.2017 01:00:00.000 GMT+0100,64.350,64.510,63.470,63.520,26.3501
02.02.2017 01:00:00.000 GMT+0100,63.260,63.380,62.750,63.107,32.7583
03.02.2017 01:00:00.000 GMT+0100,63.485,63.690,63.070,63.666,34.4435
06.02.2017 01:00:00.000 GMT+0100,63.458,63.640,63.136,63.606,26.6793
07.02.2017 01:00:00.000 GMT+0100,63.696,63.767,63.230,63.405,29.0114
08.02.2017 01:00:00.000 GMT+0100,63.565,63.720,63.220,63.309,23.2166
09.02.2017 01:00:00.000 GMT+0100,63.396,64.430,63.316,64.038,23.662
10.02.2017 01:00:00.000 GMT+0100,64.230,64.290,63.978,63.978,19.2974
13.02.2017 01:00:00.000 GMT+0100,64.226,64.850,64.120,64.699,19.4287
14.02.2017 01:00:00.000 GMT+0100,64.483,64.700,64.020,64.559,26.3959
15.02.2017 01:00:00.000 GMT+0100,64.455,64.560,64.159,64.516,21.3095
16.02.2017 01:00:00.000 GMT+0100,64.719,65.230,64.440,64.508,25.3207
17.02.2017 01:00:00.000 GMT+0100,64.458,64.680,64.300,64.598,16.9626
21.02.2017 01:00:00.000 GMT+0100,64.600,64.940,64.445,64.448,21.0171
22.02.2017 01:00:00.000 GMT+0100,64.316,64.380,64.059,64.317,15.4974
23.02.2017 01:00:00.000 GMT+0100,64.395,64.720,64.190,64.608,21.3863
24.02.2017 01:00:00.000 GMT+0100,64.477,64.790,64.140,64.589,26.812
27.02.2017 01:00:00.000 GMT+0100,64.395,64.430,64.040,64.209,20.6124
28.02.2017 01:00:00.000 GMT+0100,64.109,64.170,63.760,63.969,18.0843
01.03.2017 01:00:00.000 GMT+0100,64.137,64.990,64.020,64.897,25.6236
02.03.2017 01:00:00.000 GMT+0100,64.678,64.710,63.880,63.979,17.1086
03.03.2017 01:00:00.000 GMT+0100,63.876,64.270,63.620,64.216,19.8978
06.03.2017 01:00:00.000 GMT+0100,63.955,64.550,63.805,64.267,15.4815
07.03.2017 01:00:00.000 GMT+0100,64.190,64.770,64.190,64.378,19.1647
08.03.2017 01:00:00.000 GMT+0100,64.256,65.080,64.236,64.968,17.7848
09.03.2017 01:00:00.000 GMT+0100,65.118,65.168,64.479,64.729,23.3441
10.03.2017 01:00:00.000 GMT+0100,65.095,65.250,64.740,64.926,23.6525
13.03.2017 01:00:00.000 GMT+0100,65.019,65.189,64.697,64.780,137.4236
14.03.2017 01:00:00.000 GMT+0100,64.521,64.542,64.217,64.230,148.5444
15.03.2017 01:00:00.000 GMT+0100,64.478,64.920,64.250,64.716,26.5799
16.03.2017 01:00:00.000 GMT+0100,64.739,64.750,64.305,64.619,23.1635
17.03.2017 01:00:00.000 GMT+0100,64.850,65.230,64.670,64.860,13.5
20.03.2017 01:00:00.000 GMT+0100,64.870,65.170,64.720,64.920,10.36
21.03.2017 01:00:00.000 GMT+0100,65.160,65.490,64.130,64.210,31.85
22.03.2017 01:00:00.000 GMT+0100,64.220,65.140,64.180,65.040,28.99
23.03.2017 01:00:00.000 GMT+0100,64.850,65.220,64.760,64.860,30.21
24.03.2017 01:00:00.000 GMT+0100,65.040,65.440,64.760,64.955,40.5971
27.03.2017 02:00:00.000 GMT+0200,64.620,65.210,64.350,65.088,36.34
28.03.2017 02:00:00.000 GMT+0200,64.868,65.458,64.646,65.288,47.8
29.03.2017 02:00:00.000 GMT+0200,65.106,65.490,64.936,65.457,35.73
30.03.2017 02:00:00.000 GMT+0200,65.408,65.970,65.357,65.707,37.83
31.03.2017 02:00:00.000 GMT+0200,65.649,66.180,65.447,65.868,29.55
03.04.2017 02:00:00.000 GMT+0200,65.826,65.920,65.186,65.527,137.5555
04.04.2017 02:00:00.000 GMT+0200,65.359,65.800,65.277,65.725,131.7437
05.04.2017 02:00:00.000 GMT+0200,65.899,66.340,65.439,65.555,141.8913
06.04.2017 02:00:00.000 GMT+0200,65.587,66.049,65.476,65.728,144.9056
07.04.2017 02:00:00.000 GMT+0200,65.578,65.949,65.436,65.666,130.2622
10.04.2017 02:00:00.000 GMT+0200,65.759,65.810,65.356,65.499,127.1577
11.04.2017 02:00:00.000 GMT+0200,65.415,65.608,64.847,65.468,161.5984
12.04.2017 02:00:00.000 GMT+0200,65.409,65.499,65.106,65.199,139.5487
13.04.2017 02:00:00.000 GMT+0200,65.156,65.849,64.946,64.946,134.7839
17.04.2017 02:00:00.000 GMT+0200,65.025,65.479,65.006,65.446,114.6702
18.04.2017 02:00:00.000 GMT+0200,65.307,65.700,65.157,65.375,129.0953
19.04.2017 02:00:00.000 GMT+0200,65.588,65.706,64.876,64.997,133.5133
20.04.2017 02:00:00.000 GMT+0200,65.277,65.740,65.136,65.495,133.5156
21.04.2017 02:00:00.000 GMT+0200,65.447,66.689,65.447,66.367,140.7977
24.04.2017 02:00:00.000 GMT+0200,67.375,67.650,67.098,67.519,132.5293
25.04.2017 02:00:00.000 GMT+0200,67.935,68.029,67.596,67.916,126.6689
26.04.2017 02:00:00.000 GMT+0200,68.067,68.300,67.616,67.816,140.023
27.04.2017 02:00:00.000 GMT+0200,68.129,68.369,67.576,68.256,139.2003
28.04.2017 02:00:00.000 GMT+0200,68.768,69.097,67.695,68.459,141.4382
01.05.2017 02:00:00.000 GMT+0200,68.667,69.510,68.499,69.427,133.4917
02.05.2017 02:00:00.000 GMT+0200,69.688,69.699,69.126,69.279,128.349
03.05.2017 02:00:00.000 GMT+0200,69.246,69.289,68.706,69.045,140.5063
04.05.2017 02:00:00.000 GMT+0200,69.000,69.059,68.637,68.779,128.3805
05.05.2017 02:00:00.000 GMT+0200,68.879,69.019,68.488,68.958,112.1556
08.05.2017 02:00:00.000 GMT+0200,68.989,69.047,68.416,68.916,109.9565
09.05.2017 02:00:00.000 GMT+0200,68.769,69.269,68.669,69.018,123.4375
10.05.2017 02:00:00.000 GMT+0200,68.955,69.549,68.916,69.305,119.4227
11.05.2017 02:00:00.000 GMT+0200,68.316,68.719,68.118,68.438,128.9995
12.05.2017 02:00:00.000 GMT+0200,68.519,68.537,68.040,68.370,108.7172
15.05.2017 02:00:00.000 GMT+0200,68.129,68.469,67.567,68.418,122.4514
16.05.2017 02:00:00.000 GMT+0200,68.237,69.439,68.159,69.399,123.0124
17.05.2017 02:00:00.000 GMT+0200,68.865,69.088,67.428,67.428,165.4378
18.05.2017 02:00:00.000 GMT+0200,67.359,68.119,67.138,67.687,162.7702
19.05.2017 02:00:00.000 GMT+0200,67.499,68.089,67.417,67.669,135.9522
22.05.2017 02:00:00.000 GMT+0200,67.628,68.460,67.497,68.429,113.9444
23.05.2017 02:00:00.000 GMT+0200,68.669,68.738,68.378,68.678,119.9509
24.05.2017 02:00:00.000 GMT+0200,68.855,68.857,68.446,68.747,110.1757
25.05.2017 02:00:00.000 GMT+0200,68.957,69.868,68.908,69.609,114.847
26.05.2017 02:00:00.000 GMT+0200,69.748,70.209,69.508,69.917,115.9174
30.05.2017 02:00:00.000 GMT+0200,69.747,70.399,69.747,70.368,121.2346
31.05.2017 02:00:00.000 GMT+0200,70.498,70.726,69.799,69.805,143.9909
01.06.2017 02:00:00.000 GMT+0200,70.225,70.609,69.456,70.088,122.0347
02.06.2017 02:00:00.000 GMT+0200,70.388,71.849,70.236,71.735,136.1738
05.06.2017 02:00:00.000 GMT+0200,71.938,72.878,71.797,72.246,119.862
06.06.2017 02:00:00.000 GMT+0200,72.286,72.618,72.267,72.509,123.4187
07.06.2017 02:00:00.000 GMT+0200,72.649,72.759,71.956,72.368,132.3821
08.06.2017 02:00:00.000 GMT+0200,72.386,72.479,71.498,71.935,130.0921
09.06.2017 02:00:00.000 GMT+0200,72.009,72.047,68.606,70.297,188.945
12.06.2017 02:00:00.000 GMT+0200,69.289,69.938,68.126,69.776,212.6587
13.06.2017 02:00:00.000 GMT+0200,70.016,70.809,69.995,70.635,153.6705
14.06.2017 02:00:00.000 GMT+0200,70.895,71.089,69.430,70.246,144.0315
15.06.2017 02:00:00.000 GMT+0200,69.178,70.199,68.798,69.897,134.7756
16.06.2017 02:00:00.000 GMT+0200,69.739,70.019,69.217,69.948,134.8716
19.06.2017 02:00:00.000 GMT+0200,70.436,70.939,70.346,70.847,117.6505
