Local time,Open,High,Low,Close,Volume
03.01.2023 01:00:00.000 GMT+0100,243.037,245.716,237.396,239.547,91132799.14860001
04.01.2023 01:00:00.000 GMT+0100,232.546,232.577,225.947,228.987,119914799.6903
05.01.2023 01:00:00.000 GMT+0100,227.087,227.496,221.756,222.246,88418399.8107
06.01.2023 01:00:00.000 GMT+0100,223.157,225.747,219.346,224.716,135403200.1495
09.01.2023 01:00:00.000 GMT+0100,226.866,231.207,226.367,227.057,76877999.3057
10.01.2023 01:00:00.000 GMT+0100,227.787,231.287,227.326,228.846,147728400.2305
11.01.2023 01:00:00.000 GMT+0100,231.546,235.786,230.996,235.607,60736800.1938
12.01.2023 01:00:00.000 GMT+0100,235.517,239.886,233.546,238.357,84869998.93169999
13.01.2023 01:00:00.000 GMT+0100,236.997,239.357,234.926,239.176,64576800.34640001
17.01.2023 01:00:00.000 GMT+0100,237.947,240.887,237.057,240.356,145112401.9622
18.01.2023 01:00:00.000 GMT+0100,241.707,242.356,235.506,235.717,139238400.4592
19.01.2023 01:00:00.000 GMT+0100,233.916,235.217,230.676,231.806,151227598.19030002
20.01.2023 01:00:00.000 GMT+0100,234.886,240.707,234.506,239.977,141336000.4425
23.01.2023 01:00:00.000 GMT+0100,240.886,245.147,239.626,242.446,148663200.3785
24.01.2023 01:00:00.000 GMT+0100,242.496,243.896,240.426,241.976,80191200.2563
25.01.2023 01:00:00.000 GMT+0100,234.007,243.196,230.877,240.526,108887999.5346
26.01.2023 01:00:00.000 GMT+0100,243.896,248.227,241.996,248.056,142552798.2711
27.01.2023 01:00:00.000 GMT+0100,248.506,249.807,246.826,248.157,142617599.4873
30.01.2023 01:00:00.000 GMT+0100,244.246,245.527,242.177,242.707,131493601.799
31.01.2023 01:00:00.000 GMT+0100,243.536,247.887,242.886,247.797,105099599.8382
01.02.2023 01:00:00.000 GMT+0100,247.806,255.147,245.437,252.636,174591597.5571
02.02.2023 01:00:00.000 GMT+0100,259.107,264.667,257.217,264.597,206601598.73969996
03.02.2023 01:00:00.000 GMT+0100,259.527,264.177,257.076,258.266,197802000.0457
06.02.2023 01:00:00.000 GMT+0100,256.726,258.266,254.766,256.727,115892398.8342
07.02.2023 01:00:00.000 GMT+0100,260.406,268.747,260.046,267.507,147520796.7759
08.02.2023 01:00:00.000 GMT+0100,272.757,276.736,266.216,266.746,143085599.8993
09.02.2023 01:00:00.000 GMT+0100,273.817,273.857,262.766,263.387,133587599.75429998
10.02.2023 01:00:00.000 GMT+0100,261.847,264.047,260.617,262.967,125260799.40799999
13.02.2023 01:00:00.000 GMT+0100,267.486,274.587,267.116,271.257,107548799.5148
14.02.2023 01:00:00.000 GMT+0100,272.166,274.926,269.266,272.046,139288798.3322
15.02.2023 01:00:00.000 GMT+0100,268.727,270.706,266.157,269.317,159307201.38549998
16.02.2023 01:00:00.000 GMT+0100,264.007,266.726,261.876,262.046,190789199.8291
17.02.2023 01:00:00.000 GMT+0100,259.407,260.047,255.976,257.927,175113597.87
21.02.2023 01:00:00.000 GMT+0100,254.396,255.436,251.577,252.646,113208000.1831
22.02.2023 01:00:00.000 GMT+0100,253.947,254.327,250.326,251.476,160092001.915
23.02.2023 01:00:00.000 GMT+0100,255.457,256.837,250.466,254.666,197206802.36819997
24.02.2023 01:00:00.000 GMT+0100,249.687,250.846,248.096,249.096,173425203.3235
27.02.2023 01:00:00.000 GMT+0100,252.667,252.777,249.366,250.057,135078001.9761
28.02.2023 01:00:00.000 GMT+0100,248.806,251.457,248.687,249.266,143111998.5581
01.03.2023 01:00:00.000 GMT+0100,250.867,250.867,245.767,246.277,158718000.41199997
02.03.2023 01:00:00.000 GMT+0100,246.417,251.387,245.596,250.956,149481601.7151
03.03.2023 01:00:00.000 GMT+0100,252.206,255.597,251.366,255.366,126253199.57720001
06.03.2023 01:00:00.000 GMT+0100,256.357,260.077,255.886,256.867,142759201.04979998
07.03.2023 01:00:00.000 GMT+0100,256.126,257.667,253.366,254.166,170975999.8321
08.03.2023 01:00:00.000 GMT+0100,254.047,254.537,250.776,253.697,160057199.47820002
09.03.2023 01:00:00.000 GMT+0100,255.866,259.536,251.556,252.287,139128002.1667
10.03.2023 01:00:00.000 GMT+0100,251.007,252.777,247.576,248.507,220125598.9075
13.03.2023 01:00:00.000 GMT+0100,247.417,257.877,245.696,253.806,249574800.4913
14.03.2023 01:00:00.000 GMT+0100,256.897,261.037,255.837,260.377,194134799.95729998
15.03.2023 01:00:00.000 GMT+0100,259.716,266.446,259.206,265.066,213024002.07519996
16.03.2023 01:00:00.000 GMT+0100,264.906,276.457,263.256,275.897,188199602.1271
17.03.2023 01:00:00.000 GMT+0100,278.176,283.287,276.316,279.257,199581600.1892
20.03.2023 01:00:00.000 GMT+0100,277.097,277.426,269.826,271.987,158121601.10480002
21.03.2023 01:00:00.000 GMT+0100,274.716,274.867,269.496,273.526,134295599.9375
22.03.2023 01:00:00.000 GMT+0100,273.476,280.996,272.066,272.146,178044000.6257
23.03.2023 01:00:00.000 GMT+0100,277.637,281.006,275.186,277.506,183658801.0787
24.03.2023 01:00:00.000 GMT+0100,277.136,280.577,275.246,280.436,190459200.8591
27.03.2023 02:00:00.000 GMT+0200,280.497,281.416,275.506,276.246,124717200.2793
28.03.2023 02:00:00.000 GMT+0200,275.746,276.086,272.016,275.297,104621998.78700002
29.03.2023 02:00:00.000 GMT+0200,279.166,281.117,278.366,280.486,99214799.88099998
30.03.2023 02:00:00.000 GMT+0200,283.937,284.437,281.476,284.007,86381100.6547
31.03.2023 02:00:00.000 GMT+0200,283.606,288.796,283.056,287.967,77246099.47209999
03.04.2023 02:00:00.000 GMT+0200,286.067,288.247,283.957,287.107,85239001.2741
04.04.2023 02:00:00.000 GMT+0200,286.947,290.426,285.677,287.177,107421299.93439999
05.04.2023 02:00:00.000 GMT+0200,285.837,287.117,282.936,284.317,100810799.5986
06.04.2023 02:00:00.000 GMT+0200,282.496,292.067,282.016,291.467,83069100.37990001
10.04.2023 02:00:00.000 GMT+0200,289.046,289.587,284.796,289.266,94970700.26390001
11.04.2023 02:00:00.000 GMT+0200,285.497,285.817,281.636,282.836,79153200.14950001
12.04.2023 02:00:00.000 GMT+0200,284.667,286.986,281.916,283.417,113940896.9879
13.04.2023 02:00:00.000 GMT+0200,283.407,289.866,283.146,289.717,82436400.41350001
14.04.2023 02:00:00.000 GMT+0200,286.907,288.467,283.676,286.037,106304398.53670001
17.04.2023 02:00:00.000 GMT+0200,289.916,291.557,286.216,288.696,77218200.6837
18.04.2023 02:00:00.000 GMT+0200,291.296,291.656,287.006,288.257,82517399.7879
19.04.2023 02:00:00.000 GMT+0200,285.757,289.037,284.516,288.336,77828398.70449999
20.04.2023 02:00:00.000 GMT+0200,285.157,289.016,285.076,285.996,90104399.20419998
21.04.2023 02:00:00.000 GMT+0200,284.607,286.247,283.017,285.637,98388899.8031
24.04.2023 02:00:00.000 GMT+0200,281.496,284.927,278.686,281.687,81679499.6261
25.04.2023 02:00:00.000 GMT+0200,279.007,281.587,275.326,275.356,78566400.528
26.04.2023 02:00:00.000 GMT+0200,296.297,299.537,292.696,295.327,94945501.3274
27.04.2023 02:00:00.000 GMT+0200,295.987,305.147,295.246,304.447,85652999.8778
28.04.2023 02:00:00.000 GMT+0200,303.756,308.907,303.296,307.166,99408598.89990002
01.05.2023 02:00:00.000 GMT+0200,306.607,308.576,305.126,305.357,85863600.73089999
02.05.2023 02:00:00.000 GMT+0200,307.867,309.136,303.896,305.366,86826599.12120001
03.05.2023 02:00:00.000 GMT+0200,306.837,308.536,304.056,304.237,100475998.4017
04.05.2023 02:00:00.000 GMT+0200,306.327,307.737,303.386,305.386,114970501.8998
05.05.2023 02:00:00.000 GMT+0200,305.427,311.886,304.207,310.477,75476699.35219999
08.05.2023 02:00:00.000 GMT+0200,309.957,310.157,306.066,308.547,76247098.9227
09.05.2023 02:00:00.000 GMT+0200,307.826,309.996,306.316,306.887,62853299.6178
10.05.2023 02:00:00.000 GMT+0200,308.886,312.987,307.646,312.157,95773500.4425
11.05.2023 02:00:00.000 GMT+0200,310.056,311.087,306.256,309.927,84076200.48529999
12.05.2023 02:00:00.000 GMT+0200,310.236,310.426,306.576,308.947,73383300.30440001
15.05.2023 02:00:00.000 GMT+0200,309.007,309.887,307.566,309.457,57041999.8169
16.05.2023 02:00:00.000 GMT+0200,309.967,313.677,309.916,311.716,67388399.12419999
17.05.2023 02:00:00.000 GMT+0200,312.097,314.397,310.736,314.046,62009099.006500006
18.05.2023 02:00:00.000 GMT+0200,314.507,319.027,313.696,318.507,78718500.1373
19.05.2023 02:00:00.000 GMT+0200,316.897,318.717,316.346,318.277,88575299.263
22.05.2023 02:00:00.000 GMT+0200,317.996,322.567,317.996,321.197,64171800.61360001
23.05.2023 02:00:00.000 GMT+0200,319.947,322.646,315.236,315.286,76214700.2219
24.05.2023 02:00:00.000 GMT+0200,314.016,316.466,312.596,313.847,68969699.3828
25.05.2023 02:00:00.000 GMT+0200,323.006,326.887,319.996,325.967,89934300.42269999
26.05.2023 02:00:00.000 GMT+0200,323.916,333.376,323.916,332.816,80916299.82010001
30.05.2023 02:00:00.000 GMT+0200,335.117,335.687,330.496,331.207,91846800.8041
31.05.2023 02:00:00.000 GMT+0200,332.187,335.927,327.287,328.656,89546399.11649999
01.06.2023 02:00:00.000 GMT+0200,326.077,333.507,324.676,332.627,84599999.9047
02.06.2023 02:00:00.000 GMT+0200,334.127,337.467,332.516,335.277,83215800.7622
05.06.2023 02:00:00.000 GMT+0200,335.187,338.537,334.616,335.947,74424600.6011
06.06.2023 02:00:00.000 GMT+0200,334.996,335.327,332.146,333.617,74474100.11289999
07.06.2023 02:00:00.000 GMT+0200,331.567,334.426,322.496,323.417,94578299.5224
08.06.2023 02:00:00.000 GMT+0200,323.956,326.606,323.326,325.187,71207999.7063
